Dosya_Adi,Duygu
G13_D05_C_10_Furious_C3.wav,Angry
G13_D06_C_14_Happy_C2.wav,Happy
G13_D04_F_28_Sad_C4.wav,Sad
G13_D03_F_17_Sad_C4.wav,Sad
G13_D03_F_17_Neutral_C1.wav,Neutral
G13_D05_C_10_Neutral_C1.wav,Neutral
G13_D03_F_17_Furious_C3.wav,Angry
G13_D06_C_14_Furious_C3.wav,Angry
G13_D02_M_22_Furious_C3.wav,Angry
G13_D01_M_22_Furious_C3.wav,Angry
G13_D02_M_22_Neutral_C1.wav,Neutral
G13_D01_M_22_Neutral_C1.wav,Neutral
G13_D05_C_10_Shocked_C5.wav,Surprised
G13_D04_F_28_Neutral_C1.wav,Neutral
G13_D02_M_22_Sad_C4.wav,Sad
G13_D04_F_28_Furious_C3.wav,Angry
G13_D01_M_22_Shocked_C5.wav,Surprised
G13_D06_C_14_Sad_C4.wav,Sad
G14_D06_M_25_Neutral_C1.wav,Neutral
G14_D03_C_16_Happy_C2.wav,Happy
G14_D02_F_28_Shocked_C5.wav,Surprised
G14_D01_F_27_Shocked_C5.wav,Surprised
G14_D05_M_21_Neutral_C1.wav,Neutral
G14_D02_F_28_Happy_C2.wav,Happy
G14_D04_C_16_Happy_C2.wav,Happy
G14_D04_C_16_Neutral_C1.wav,Neutral
G14_D05_M_21_Furious_C3.wav,Angry
G14_D03_C_16_Neutral_C1.wav,Neutral
G14_D06_M_25_Happy_C2.wav,Happy
G14_D01_F_27_Happy_C2.wav,Happy
G14_D06_M_25_Shocked_C5.wav,Surprised
G14_D03_C_16_Shocked_C5.wav,Surprised
G14_D04_C_16_Shocked_C5.wav,Surprised
G14_D05_M_21_Shocked_C5.wav,Surprised
G14_D02_F_28_Neutral_C1.wav,Neutral
G14_D01_F_27_Neutral_C1.wav,Neutral
G03_D03_C_11_Ofkeli_C3.wav,Angry
G03_D01_E_18_Ofkeli_C3.wav,Angry
G03_D03_C_11_Mutlu_C2.wav,Happy
G03_D02_E_20_Uzgun_C4.wav,Sad
G03_D04_C_08_Mutlu_C2.wav,Happy
G03_D02_E_20_Notr_C1.wav,Neutral
G03_D05_K_29_Ofkeli_C3.wav,Angry
G03_D04_C_08_Uzgun_C4.wav,Sad
G03_D06_K_48_Mutlu_C2.wav,Happy
G03_D05_K_29_Saskin_C5.wav,Surprised
G03_D01_E_18_Notr_C1.wav,Neutral
G03_D06_K_48_Notr_C1.wav,Neutral
G03_D06_K_48_Ofkeli_C3.wav,Angry
G03_D05_K_29_Mutlu_C2.wav,Happy
G03_D03_C_11_Saskin_C5.wav,Surprised
G03_D01_E_18_Uzgun_C4.wav,Sad
G03_D04_C_08_Ofkeli_C3.wav,Angry
G03_D02_E_20_Ofkeli_C3.wav,Angry
G04_D04_E_13_Mutlu_C2.wav,Happy
G04_D01_E_20_Notr_C1.wav,Neutral
G04_D03_K_21_Notr_C1.wav,Neutral
G04_D04_E_13_Uzgun_C4.wav,Sad
G04_D02_K_21_Ofkeli_C3.wav,Angry
G04_D02_K_21_Uzgun_C4.wav,Sad
G04_D03_K_21_Ofkeli_C3.wav,Angry
G04_D05_E_21_Uzgun_C4.wav,Sad
G04_D02_K_21_Saskin_C5.wav,Surprised
G04_D03_K_21_Mutlu_C2.wav,Happy
G05_D02_C_09_Ofkeli_C3.wav,Angry
G05_D05_E_20_Ofkeli_C3.wav,Angry
G05_D02_C_09_Notr_C1.wav,Neutral
G05_D03_K_19_Ofkeli_C3.wav,Angry
G05_D05_E_20_Notr_C1.wav,Neutral
G05_D01_C_09_Ofkeli_C3.wav,Angry
G05_D06_E_20_Ofkeli_C3.wav,Angry
G05_D04_K_25_Ofkeli_C3.wav,Angry
G05_D06_E_20_Uzgun_C4.wav,Sad
G05_D05_E_20_Mutlu_C2.wav,Happy
G05_D04_K_25_Uzgun_C4.wav,Sad
G05_D04_K_25_Mutlu_C2.wav,Happy
G05_D02_C_09_Saskin_C5.wav,Surprised
G05_D01_C_09_Notr_C1.wav,Neutral
G05_D03_K_19_Saskin_C5.wav,Surprised
G05_D03_K_19_Mutlu_C2.wav,Happy
G05_D06_E_20_Notr_C1.wav,Neutral
G05_D01_C_09_Saskin_C5.wav,Surprised
G02_D01_C_12_Mutlu_C2.wav,Happy
G02_D06_K_20_Ofkeli_C3.wav,Angry
G02_D02_C_12_Mutlu_C2.wav,Happy
G02_D02_C_12_Notr_C1.wav,Neutral
G02_D05_E_17_Ofkeli_C3.wav,Angry
G02_D06_K_20_Notr_C1.wav,Neutral
G02_D04_E_17_Ofkeli_C3.wav,Angry
G02_D01_C_12_Ofkeli_C3.wav,Angry
G02_D01_C_12_Notr_C1.wav,Neutral
G02_D02_C_12_Ofkeli_C3.wav,Angry
G02_D05_E_17_Notr_C1.wav,Neutral
G02_D03_K_21_Notr_C1.wav,Neutral
G02_D05_E_17_Uzgun_C4.wav,Sad
G02_D03_K_21_Uzgun_C4.wav,Sad
G02_D06_K_20_Uzgun_C4.wav,Sad
G02_D03_K_21_Ofkeli_C3.wav,Angry
G02_D04_E_17_Uzgun_C4.wav,Sad
G02_D04_E_17_Notr_C1.wav,Neutral
G15_D06_K_44_Saskin_C5.wav,Surprised
G15_D02_C_16_Ofkeli_C3.wav,Angry
G15_D04_C_10_Notr_C1.wav,Neutral
G15_D01_E_21_Notr_C1.wav,Neutral
G15_D06_K_44_Uzgun_C4.wav,Sad
G15_D03_K_20_Saskin_C5.wav,Surprised
G15_D05_E_22_Ofkeli_C3.wav,Angry
G15_D05_E_22_Notr_C1.wav,Neutral
G15_D04_C_10_Saskin_C5.wav,Surprised
G15_D03_K_20_Mutsuz_C4.wav,Sad
G15_D05_E_22_Saskin_C5.wav,Surprised
G15_D03_K_20_Ofkeli_C3.wav,Angry
G15_D04_C_10_Ofkeli_C3.wav,Angry
G15_D01_E_21_Mutsuz_C4.wav,Sad
G15_D02_C_16_Saskin_C5.wav,Surprised
G15_D06_K_44_Notr_C1.wav,Neutral
G15_D02_C_16_Notr_C1.wav,Neutral
G15_D01_E_21_Ofkeli_C3.wav,Angry
G12_D05_C_8_Happy_C2.wav,Happy
G12_D01_K_23_Shocked_C5.wav,Surprised
G12_D03_E_21_Neutral_C1.wav,Neutral
G12_D06_C_9_Shocked_C5.wav,Surprised
G12_D04_E_61_Happy_C2.wav,Happy
G12_D06_C_9_N_Happy_C2.wav,Happy
G12_D01_K_23_Neutral_C1.wav,Neutral
G12_D03_E_21_Sad_C4.wav,Sad
G12_D02_K_21_Sad_C4.wav,Sad
G12_D04_E_61_Furious_C3.wav,Angry
G12_D02_K_21_Furious_C3.wav,Angry
G12_D01_K_23_Happy_C2.wav,Happy
G12_D04_E_61_Neutral_C1.wav,Neutral
G12_D02_K_21_Neutral_C1.wav,Neutral
G12_D03_E_21_Shocked_C5.wav,Surprised
G12_D06_C_9_Neutral_C1.wav,Neutral
G12_D05_C_8_Neutral_C1.wav,Neutral
G12_D05_C_8_Sad_C4.wav,Sad
